HIAN_Done,name,category,subcategory,description,profession,specialization,period,title,equititle,family,custom,ke,othernames,theme,birthanddeath
true,Đinh Đức Thiện,Nhân vật lịch sử,Quân sự,"Đinh Đức Thiện, tên thật là Phan Đình Dinh, sinh tại làng Địch Lễ, xã Nam Vân, huyện Nam Trực, tỉnh Nam Định. Ông tham gia cách mạng từ năm 1930, từng bị thực dân Pháp bắt giam hai lần. Sau Cách mạng Tháng Tám, ông giữ nhiều chức vụ quan trọng trong quân đội và chính quyền, đặc biệt trong lĩnh vực hậu cần và kỹ thuật quân sự. Ông là Cục trưởng đầu tiên của Cục Vận tải quân sự và được xem là người đặt nền móng cho ngành vận tải quân sự Việt Nam. Trong sự nghiệp chính trị, ông từng đảm nhiệm nhiều vị trí bộ trưởng ở các ngành công nghiệp nặng, giao thông và dầu khí. Ông là anh trai của Lê Đức Thọ và Mai Chí Thọ.","Quân nhân, nhà hoạt động cách mạng, chính khách",,Cách mạng & kháng chiến,"Thượng tướng Quân đội Nhân dân Việt Nam; Thứ trưởng Bộ Quốc phòng; Bộ trưởng Bộ Cơ khí và Luyện kim; Bộ trưởng phụ trách Dầu khí; Bộ trưởng Bộ Giao thông Vận tải; Chủ nhiệm Tổng cục Hậu cần; Chủ nhiệm Tổng cục Kỹ thuật; Phó Chủ nhiệm Ủy ban Kế hoạch Nhà nước; Ủy viên Ban Chấp hành Trung ương Đảng khóa III, IV",,Anh trai của Lê Đức Thọ,,,,,15/11/1914 - 21/12/1986
true,Đinh Lễ,Nhân vật lịch sử,Quân sự,"Đinh Lễ, còn gọi là Lê Lễ, sinh tại sách Thùy Cối, nay thuộc Lam Sơn, huyện Thọ Xuân, tỉnh Thanh Hóa. Ông là cháu gọi Lê Lợi bằng cậu ruột và là anh ruột của danh tướng Đinh Liệt. Từ những ngày đầu khởi nghĩa Lam Sơn, ông đã tham gia chiến đấu và lập nhiều chiến công lớn, tiêu biểu là trận Tốt Động – Chúc Động năm 1426, góp phần đánh bại quân Minh do Vương Thông chỉ huy. Ông được phong chức Tư đồ và sau khi mất được truy tặng Thái sư, Bân quốc công, Hiển Khánh vương.","Quân nhân, danh tướng",,Nhà Hồ & Minh thuộc,Tư đồ; Thái sư; Bân quốc công; Hiển Khánh vương (truy tặng),,Cháu ngoại của Lê Lợi (gọi Lê Lợi là cậu),,,,, - 1427
true,Đinh Liệt,Nhân vật lịch sử,Quân sự,"Đinh Liệt, còn gọi là Lê Liệt, sinh tại thôn Phúc Long, xã Minh Tiến, huyện Ngọc Lặc, tỉnh Thanh Hóa. Ông là em ruột của danh tướng Đinh Lễ và cháu gọi vua Lê Thái Tổ bằng cậu. Từ những ngày đầu khởi nghĩa Lam Sơn, ông đã tham gia chiến đấu và lập nhiều chiến công lớn như trận Khả Lưu, Chi Lăng – Xương Giang, góp phần đánh bại quân Minh. Sau khi Đinh Lễ hy sinh, ông được phong làm Tả Tướng Quốc và tiếp tục giữ vai trò quan trọng trong triều đình nhà Lê sơ. Ông từng được ban quốc tính và truy phong Thái sư, là một trong những công thần khai quốc tiêu biểu của thời Lê.","Quân nhân, danh tướng",,Nhà Hậu Lê,Tả Tướng Quốc; Nhập nội Đô đốc; Thái sư; Lân Quận công; Đình Thượng hầu; Vinh lộc đại phu; Tả Kim ngô vệ đại tướng quân,,,,,,,1400 - 1471
false,Đình Ngang,Địa danh,,,,,,,,,,,,,
true,Đinh Núp,Nhân vật lịch sử,Quân sự,"Đinh Núp sinh tại làng Stơr, xã Tơ Tung, huyện Kbang, tỉnh Gia Lai, thuộc dân tộc Ba Na. Ông nổi bật trong phong trào kháng chiến chống thực dân Pháp tại Tây Nguyên, từng tổ chức làng chiến đấu, sử dụng vũ khí thô sơ để chống càn quét. Sau Cách mạng tháng Tám, ông tiếp tục tham gia kháng chiến và giữ nhiều chức vụ chính trị tại địa phương và trung ương. Ông là nguyên mẫu nhân vật trong tiểu thuyết “Đất nước đứng lên” của Nguyên Ngọc. Năm 1955, ông được Chủ tịch Hồ Chí Minh phong tặng danh hiệu Anh hùng Lực lượng Vũ trang Nhân dân. Sau khi mất, ông được tưởng niệm tại khu lưu niệm ở Gia Lai.",Nhà cách mạng; Quan chức chính trị,,Cách mạng & kháng chiến,Anh hùng Lực lượng Vũ trang Nhân dân; Đại biểu Quốc hội khóa VI; Ủy viên Ủy ban Thường vụ Quốc hội; Chủ tịch Mặt trận Tổ quốc tỉnh Gia Lai – Kon Tum,,,,,,,2/5/1914 - 10/7/1999
false,Đình Quán,Địa danh,,,,"Hàn nồi đồng, buôn bán lông gà lông vịt, đồng nát",,,,,,Kẻ Diễn,Đình Quan,,
true,Đình Thị,Địa danh,,"Đình Thị là một ngôi đình cổ nằm tại phường Phương Canh, Nam Từ Liêm, Hà Nội. Ngôi đình này thuộc làng Thị Cấm, là một làng cổ thuộc xã Xuân Phương, quận Nam Từ Liêm, Hà Nội. Xưa kia, làng nằm trong tổng Phương Canh, phủ Quốc Oai, trấn Sơn Tây, cùng với các làng Hòe Thị và Ngọc Mạch tạo thành xã Phương Canh. Làng nổi tiếng với sản phẩm cam Canh – giống cam nhỏ, vỏ mỏng, ngọt đậm, từng là đặc sản tiến vua vào dịp Tết. Đình làng thờ Phan Tây Nhạc – bộ tướng của Hùng Vương thứ 18, người theo Tản Viên Sơn Thánh đánh giặc, lập công lớn và được phong thực ấp tại các làng Canh. Hội làng tổ chức ngày 12 tháng Hai âm lịch, nổi bật với tục thi thổi cơm giữa bốn giáp, gồm các phần thi giã gạo, kéo lửa, lấy nước và nấu cơm. Vị trí làng nằm trên đường Thiên lý xưa, nối từ Thăng Long qua Cầu Diễn đến bến Cổ Sở, là vùng đất văn hóa – lịch sử tiêu biểu phía Tây kinh thành.",,"Trồng cam Canh, thi thổi cơm",,,,,,,,,
true,Đình Thôn,Địa danh,,"Đình Thôn là một làng cổ ở phía Tây Hà Nội, trước thuộc tổng Phương Canh, huyện Từ Liêm, phủ Quốc Oai, trấn Sơn Tây, sau thuộc phủ Hoài Đức, tỉnh Hà Nội; nay thuộc phường Từ Liêm, thành phố Hà Nội. Làng vốn thuộc làng Phú Mỹ, sau này làng Phú Mỹ tách ra thành làng Phú Mỹ và Nhân Mỹ (sau này tách tiếp thành hai làng Nhân Mỹ và Đỗ Thôn hay Đình Thôn).",,,,,,,,,,,
true,Đinh Tiên Hoàng,Nhân vật lịch sử,Phong kiến,"Đinh Tiên Hoàng, tên húy là Đinh Bộ Lĩnh, sinh tại làng Đại Hoàng, động Hoa Lư, nay thuộc huyện Gia Viễn, tỉnh Ninh Bình. Sau thời kỳ loạn 12 sứ quân, ông là người thống nhất đất nước và lập ra triều Đinh vào năm 968, đặt quốc hiệu là Đại Cồ Việt. Ông xây dựng kinh đô tại Hoa Lư và thiết lập nền quân chủ tập quyền đầu tiên trong lịch sử Việt Nam. Trong thời trị vì, ông cho đúc tiền Thái Bình hưng bảo và tổ chức bộ máy hành chính trung ương. Ông mất năm 979 trong một biến cố chính trị tại cung đình.","Chính trị gia, nhà quân sự",,Độc lập tự chủ sớm,"Hoàng đế Đại Cồ Việt, người sáng lập triều Đinh",,Em vợ của Nguyễn Bồ và Nguyễn Bặc,,,,,22/3/924 - 979
true,Đỗ Đình Thiện,Nhân vật lịch sử,Doanh nhân,"Đỗ Đình Thiện sinh tại xã Cổ Nhuế, huyện Từ Liêm, Hà Nội trong một gia đình viên chức. Ông từng du học tại Pháp, theo học ngành canh nông và gia nhập Đảng Cộng sản Pháp năm 1928. Sau khi bị trục xuất về nước, ông chuyển sang kinh doanh, gây dựng tiệm tơ Cát Lợi, nhà máy dệt Gia Lâm và đồn điền Chi Nê. Trong Cách mạng tháng Tám và kháng chiến chống Pháp, ông có nhiều đóng góp tài chính như hiến nhà máy in tiền Tôpanh, ủng hộ Quỹ Độc lập và cung cấp quân lương. Ông từng tháp tùng Chủ tịch Hồ Chí Minh trong chuyến công du Pháp năm 1946 và giữ nhiều chức vụ trong chính quyền cách mạng. Ông mất năm 1972 tại Hà Nội.","Doanh nhân, trí thức yêu nước",,Cách mạng & kháng chiến,Giám đốc Nhà máy cơ khí Trần Hưng Đạo; Trưởng phòng Quỹ Ngân hàng Quốc gia Việt Nam; Ủy viên Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam,,,,,,,8/8/1904 - 2/1/1972
true,Đỗ Đức Dục,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Đỗ Đức Dục sinh tại xóm Trung, làng Xuân Tảo, huyện Từ Liêm, phủ Hoài Đức, tỉnh Hà Đông (nay thuộc quận Bắc Từ Liêm, Hà Nội). Ông xuất thân trong một gia đình Nho học, từng theo học Trường Bưởi và Viện Đại học Đông Dương, đậu cử nhân Luật loại ưu năm 1938. Trước Cách mạng tháng Tám, ông là chủ bút tạp chí Thanh Nghị và báo Độc lập. Sau năm 1945, ông giữ nhiều chức vụ trong chính quyền và các tổ chức chính trị, đồng thời có đóng góp lớn trong lĩnh vực báo chí, giáo dục và văn hóa. Ông là một trong những trí thức tiêu biểu của thế kỷ XX, với nhiều công trình nghiên cứu văn học và dịch thuật có giá trị.",Nhà báo; Nhà lý luận; Dịch giả; Nhà nghiên cứu văn học,,Cách mạng & kháng chiến,Phó Tổng Thư ký Đảng Dân chủ Việt Nam; Thứ trưởng Bộ Giáo dục; Thứ trưởng Bộ Văn hóa; Đại biểu Quốc hội khóa I; Phó Bí thư Tổng bộ Việt Minh; Ủy viên Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam; Phó Chủ tịch Hội Nhà báo Việt Nam,,,,,,,15/8/1915 - 24/9/1993
true,Đỗ Hành,Nhân vật lịch sử,Quân sự,"Đỗ Hành, tên thật là Trần Quốc Khái, còn gọi là Bùi Quốc Khái, sau được ban quốc tính là Lê Công Hành, sinh tại làng Quất Động, huyện Thường Tín, Hà Nội. Ông đỗ Tiến sĩ năm 1637 dưới triều vua Lê Thần Tông và được bổ nhiệm làm Thượng thư Bộ Công. Năm 1646, ông được cử làm Chánh sứ đi sứ nhà Minh, lập nhiều công trạng ngoại giao. Sau chuyến đi, ông học được kỹ thuật thêu từ Trung Hoa và truyền dạy lại cho dân làng Quất Động, từ đó nghề thêu phát triển mạnh mẽ. Nhân dân tôn ông là ông Tổ nghề thêu Việt Nam, và ngày giỗ ông (12/6 âm lịch) trở thành lễ giỗ Tổ nghề thêu. Ông mất năm 1661, thọ 56 tuổi, được truy tặng hàm Thượng thư Thái bảo Lương Quận công.","Quan lại, nhà ngoại giao, người truyền nghề thủ công",,Phân tranh,Tiến sĩ triều Lê; Thượng thư Bộ Công; Kim tử Vinh Lộc Đại phu; Thanh Lương hầu; Chánh sứ đi sứ nhà Minh,,,,,,,24/2/1606 - 7/7/1661
true,Đỗ Mười,Nhân vật lịch sử,Lãnh đạo,"Đỗ Mười, tên khai sinh là Nguyễn Duy Cống, sinh tại xã Đông Mỹ, huyện Thanh Trì, thành phố Hà Nội. Ông tham gia hoạt động cách mạng từ năm 1936 và bị thực dân Pháp bắt giam năm 1941. Sau Cách mạng Tháng Tám, ông giữ nhiều chức vụ lãnh đạo tại các tỉnh miền Bắc và trong chính phủ. Trong thời gian làm Chủ tịch Hội đồng Bộ trưởng và Tổng Bí thư, ông góp phần duy trì chính sách Đổi Mới, thúc đẩy phát triển kinh tế và ổn định chính trị. Sau khi nghỉ hưu, ông tiếp tục giữ vai trò cố vấn Trung ương Đảng đến năm 2000.",Chính trị gia,,Cách mạng & kháng chiến,"Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa VII–VIII, Chủ tịch Hội đồng Bộ trưởng (nay là Thủ tướng Chính phủ), Phó Thủ tướng Chính phủ, Bộ trưởng Bộ Nội thương, Chủ nhiệm Ủy ban Vật giá Nhà nước, Trưởng phái đoàn Thanh tra Chính phủ, Đại biểu Quốc hội khóa II, IV–IX, Cố vấn Ban Chấp hành Trung ương Đảng",,,,,,,2/2/1917 - 1/10/2018
true,Đỗ Ngọc Du,Nhân vật lịch sử,Cách mạng,"Đỗ Ngọc Du, bí danh Phiếm Chu, là một trong những người tham gia sáng lập tổ chức cộng sản đầu tiên tại Việt Nam. Ông từng học tại trường Bưởi, sau đó sang Quảng Châu dự lớp huấn luyện chính trị do Nguyễn Ái Quốc tổ chức. Năm 1929, ông tham gia thành lập Đông Dương Cộng sản Đảng và giữ nhiều chức vụ quan trọng trong tổ chức như Bí thư Thành ủy Hà Nội và Bí thư Xứ ủy Bắc Kỳ. Sau thời gian bị bắt và đày đi Côn Đảo, ông được trả tự do năm 1936 nhưng mất vì bệnh lao năm 1938.",Nhà hoạt động chính trị,,Nhà Nguyễn & Pháp thuộc,Bí thư Thành ủy Hà Nội; Bí thư Xứ ủy Bắc Kỳ; Ủy viên Ban Chấp hành Trung ương lâm thời Đảng Cộng sản Đông Dương,,,,,,,20/12/1907 - 12/1/1938
false,Do Nha,Địa danh,,,,,,,,,,,,,
true,Đỗ Nhuận,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Đỗ Nhuận sinh tại thôn Hoạch Trạch, xã Thái Học, huyện Bình Giang, tỉnh Hải Dương. Ông là một trong những nhạc sĩ tiên phong của nền âm nhạc cách mạng Việt Nam, bắt đầu sáng tác từ năm 1939 với ca khúc “Trưng Vương”. Trong thời kỳ kháng chiến, ông viết nhiều bài hát nổi tiếng như “Du kích sông Thao”, “Tiếng súng Nam Bộ”, “Chiều tù”. Ông là người Việt Nam đầu tiên viết opera với vở “Cô Sao”. Từ năm 1958 đến 1983, ông giữ chức Tổng Thư ký Hội Nhạc sĩ Việt Nam. Năm 1996, ông được truy tặng Giải thưởng Hồ Chí Minh về văn học – nghệ thuật.",Nhạc sĩ; Nhà hoạt động cách mạng,,Cách mạng & kháng chiến,Tổng Thư ký Hội Nhạc sĩ Việt Nam,,,,,,,10/12/1922 - 18/5/1991
true,Đỗ Quang,Nhân vật lịch sử,Quan chức,"Đỗ Quang sinh tại xã Văn Lư, huyện Gia Lộc, tỉnh Hải Dương. Ông đỗ tiến sĩ năm 1832 và từng giữ nhiều chức vụ quan trọng trong triều Nguyễn. Trong thời gian làm Tuần phủ Gia Định, ông phối hợp với các lực lượng địa phương chống lại quân Pháp, đặc biệt trong trận Đại đồn Chí Hòa. Sau thất bại, ông tiếp tục vận động nhân dân kháng chiến và tổ chức lễ truy điệu nghĩa sĩ Cần Giuộc. Ông được biết đến là một vị quan thanh liêm, có tinh thần trách nhiệm và lòng gắn bó với dân chúng.","Chính trị gia, nhà giáo, nhà yêu nước",,Nhà Nguyễn & Pháp thuộc,"Tham tri bộ Lễ, Tuần phủ Gia Định, Tuần phủ Nam Định, Tuần phủ Bắc Ninh, Tham tán Hải An, Giảng quan Kinh diên, Toản tu Quốc sử quán",,,,,,,25/9/1807 - 1866
false,Đỗ Thuận,Không rõ,,,,,,,,,,,,,
true,Đỗ Xuân Hợp,Nhân vật lịch sử,Quân sự,"Đỗ Xuân Hợp sinh tại quận Hoàn Kiếm, Hà Nội, trong một gia đình nghèo có truyền thống hiếu học. Ông tốt nghiệp Trường Cao đẳng Y Dược năm 1929 và trở thành bác sĩ y khoa từ năm 1944. Sau Cách mạng tháng Tám, ông giữ nhiều chức vụ trong ngành y tế và quân đội, tiêu biểu như Giám đốc Học viện Quân y (1960–1978), Chủ nhiệm Bộ môn Giải phẫu Đại học Y Hà Nội, và Viện trưởng Viện Quân y Khu 10. Ông là chuyên gia đầu ngành về giải phẫu học, từng đào tạo hơn 15.000 cán bộ y tế và công bố 125 công trình nghiên cứu về nhân trắc học và hình thái học người Việt Nam. Ông được trao Giải thưởng Hồ Chí Minh năm 1996 và danh hiệu Anh hùng Lực lượng vũ trang nhân dân năm 1985.","Bác sĩ, tướng lĩnh quân đội, nhà giáo, nhà khoa học",,Cách mạng & kháng chiến,Thiếu tướng Quân đội Nhân dân Việt Nam; Giám đốc Học viện Quân y; Chủ nhiệm Bộ môn Giải phẫu Đại học Y Hà Nội; Phó Chủ nhiệm Ủy ban Y tế – Xã hội của Quốc hội; Ủy viên Thường vụ Quốc hội khóa IV,,,,,,,8/7/1906 - 20/12/1985
true,Doãn Kế Thiện,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Doãn Kế Thiện, bút danh Sở Bảo, Long Thành, Bất Ác, Sơn Vân, sinh tại làng Phú Mỹ, huyện Quốc Oai, Hà Nội. Ông là người tinh thông Hán học và giỏi quốc ngữ, từng giảng dạy và hoạt động báo chí trên nhiều tạp chí như Tiểu thuyết thứ Bảy, Nam Phong, Trung Bắc Tân Văn. Sau năm 1945, ông tham gia Mặt trận Việt Minh và từ 1955 giữ chức Chủ tịch Mặt trận Tổ quốc Thành phố Hà Nội. Ông để lại nhiều tác phẩm khảo cứu văn hóa như Hà Nội cũ, Cổ tích và thắng cảnh Hà Nội, góp phần lưu giữ di sản văn hóa Thăng Long.","Nhà văn, nhà báo, nhà nghiên cứu văn hóa",,Cách mạng & kháng chiến,Chủ tịch Mặt trận Tổ quốc Thành phố Hà Nội,,,,,,,1891 - 1965
true,Đoàn Kết,Tư tưởng xã hội,,,,,,,,,,,,,
true,Đoàn Khuê,Nhân vật lịch sử,Quân sự,"Đoàn Khuê, bí danh Võ Tiến Trình, sinh tại làng Gia Đẳng, xã Triệu Lăng, huyện Triệu Phong, tỉnh Quảng Trị. Ông tham gia cách mạng từ năm 1939, từng bị thực dân Pháp bắt giam và đày đi Buôn Ma Thuột. Sau khi ra tù, ông hoạt động tại Quảng Bình và được kết nạp vào Đảng Cộng sản Đông Dương năm 1945. Trong kháng chiến chống Pháp và Mỹ, ông giữ nhiều chức vụ chính trị – quân sự quan trọng, đặc biệt tại chiến trường Khu V. Sau năm 1975, ông tiếp tục chỉ huy các chiến dịch quốc tế tại Campuchia và được phong hàm Đại tướng năm 1990. Trên cương vị Bộ trưởng Quốc phòng, ông có đóng góp lớn trong việc hiện đại hóa quân đội và củng cố quốc phòng toàn dân. Ông mất năm 1999, an táng tại Nghĩa trang Mai Dịch, Hà Nội.","Quân nhân, nhà hoạt động cách mạng, chính khách",,Cách mạng & kháng chiến,"Đại tướng Quân đội Nhân dân Việt Nam; Bộ trưởng Bộ Quốc phòng (1991–1997); Tổng Tham mưu trưởng Quân đội Nhân dân Việt Nam (1987–1991); Tư lệnh kiêm Chính ủy Quân khu 5; Trưởng ban lãnh đạo Đoàn Chuyên gia giúp Campuchia; Ủy viên Bộ Chính trị khóa VI, VII, VIII; Đại biểu Quốc hội khóa VII–X",,,,,,,29/10/1923 - 16/1/1999
true,Doãn Khuê,Nhân vật lịch sử,Quan chức,"Doãn Khuê sinh tại làng Ngoại Lãng, nay thuộc xã Song Lãng, huyện Vũ Thư, tỉnh Thái Bình. Đỗ tiến sĩ năm 1838, ông từng giữ nhiều chức vụ quan trọng dưới triều Nguyễn, đặc biệt là Đốc học và Doanh điền sứ. Trên cương vị này, ông tổ chức khai hoang vùng ven biển, lập làng cho dân nghèo, đồng thời tạo lực lượng dân binh phục vụ kháng chiến khi Pháp đánh ra Bắc Kỳ. Ông cũng là một nhà giáo tiến bộ, đào tạo nhiều học trò sau này trở thành lãnh tụ kháng chiến chống Pháp. Ngoài công việc hành chính, ông còn có đóng góp trong văn hóa và giáo dục, để lại dấu ấn trong đời sống xã hội cuối thế kỷ XIX.","Quan nhà Nguyễn, nhà giáo",,Nhà Nguyễn & Pháp thuộc,"Đốc học Nam Định và Sơn Tây, Doanh điền sứ, Hải phòng sứ các tỉnh duyên hải Bắc Kỳ","Giám đốc Sở Giáo dục và Đào tạo, Cục trưởng Cục Khai hoang và Phát triển nông thôn, Chủ tịch UBND thành phố Hải Phòng",,,,,,1813 - 1878
true,Đoàn Nhữ Hài,Nhân vật lịch sử,Quan chức,"Đoàn Nhữ Hài sinh tại làng Hội Xuyên, huyện Trường Tân, lộ Hồng Châu (nay thuộc huyện Gia Lộc, tỉnh Hải Dương). Ông không theo đường khoa bảng mà được trọng dụng nhờ tài năng thể hiện qua việc giúp vua Trần Anh Tông soạn biểu tạ tội với Thượng hoàng Trần Nhân Tông. Trong sự nghiệp, ông từng đi sứ Chiêm Thành, giữ chức Kinh lược Nghệ An và chỉ huy quân đội trong chiến dịch chống Ai Lao. Ông hy sinh năm 1335 trong cuộc chinh phạt Ai Lao, được triều đình truy phong Thượng đẳng phúc thần và thờ phụng tại nhiều địa phương.","Chính trị gia, quân nhân, nhà ngoại giao",,Nhà Trần,"Ngự sử trung tán, Tham tri chính sự, Hành khiển, Thiên tử chiêu dụ sứ, Kinh lược Nghệ An",,,,,,,1280 - 1335
true,Đoàn Thị Điểm,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Đoàn Thị Điểm sinh ra tại làng Giai Phạm, huyện Văn Giang, xứ Kinh Bắc (nay thuộc tỉnh Hưng Yên). Bà là một nữ sĩ nổi bật trong văn học Việt Nam thế kỷ XVIII, được biết đến với hiệu Hồng Hà nữ sĩ. Công trình tiêu biểu của bà là bản dịch “Chinh phụ ngâm” từ nguyên tác chữ Hán của Đặng Trần Côn sang chữ Nôm, gồm 412 câu thơ lục bát, thể hiện sâu sắc tâm trạng người phụ nữ có chồng ra trận. Ngoài ra, bà còn để lại một số tác phẩm thơ văn chữ Hán và chữ Nôm, góp phần làm phong phú kho tàng văn học cổ điển Việt Nam.","Nhà thơ, dịch giả",,Phân tranh,,,,,,,,1705 - 1748
true,Đoàn Trần Nghiệp,Nhân vật lịch sử,Cách mạng,"Đoàn Trần Nghiệp, bí danh Ký Con, sinh tại phố Hàng Sơn, Hà Nội; quê gốc ở làng Khúc Thủy, huyện Thanh Oai, tỉnh Hà Đông (nay thuộc Hà Nội). Ông từng làm thư ký cho Hãng Godard và sau đó gia nhập Việt Nam Quốc dân Đảng năm 1928. Trong tổ chức, ông được giao nhiệm vụ trong Ban ám sát, chuyên trừng trị những kẻ phản bội và tay sai thực dân. Ông tham gia nhiều hoạt động cách mạng, trong đó có vụ ám sát Nguyễn Văn Kinh năm 1929. Sau cuộc khởi nghĩa Yên Bái thất bại, ông bị bắt và xử tử năm 1930. Tên tuổi ông gắn liền với tinh thần đấu tranh bất khuất của thế hệ thanh niên yêu nước đầu thế kỷ XX.","Nhà cách mạng, thư ký",,Nhà Nguyễn & Pháp thuộc,Thành viên Việt Nam Quốc dân Đảng; Thành viên Ban ám sát của Đảng,,,,,,,1908 - 1930
true,Đoàn Văn Minh,Nhân vật lịch sử,Kỹ thuật,"Đoàn Văn Minh sinh ngày 8/1/1908 tại tỉnh Hưng Yên. Ông tốt nghiệp Trường Mỹ thuật Đông Dương khóa 6 (1930–1935) và từng làm việc tại Sở Hỏa xa, Nha Công chính Đông Dương thời Pháp thuộc. Sau Cách mạng tháng Tám, ông tham gia kháng chiến và giữ nhiều chức vụ chuyên môn trong ngành kiến trúc, như phụ trách thiết kế cầu đường phục vụ chiến dịch Điện Biên Phủ và công tác tại Tổng cục Đường sắt. Từ năm 1969 đến 1972, ông là Chủ nhiệm Khoa Kiến trúc Trường Đại học Kiến trúc Hà Nội, góp phần đào tạo thế hệ kiến trúc sư đầu tiên của Việt Nam. Năm 2001, ông được truy tặng Giải thưởng Nhà nước về Văn học – Nghệ thuật. Các công trình của ông từ thập niên 1950–1960 vẫn được đánh giá cao về giá trị nghệ thuật và kỹ thuật.","Kiến trúc sư, giảng viên kiến trúc",,Cách mạng & kháng chiến,Chủ nhiệm Khoa Kiến trúc Trường Đại học Kiến trúc Hà Nội; Chuyên viên Bộ Giao thông – Công chính; Thành viên sáng lập Đoàn Kiến trúc sư Việt Nam,,,,,,,8/1/1908 - 1973
true,Độc Lập,Tư tưởng xã hội,,,,,,,,,,,,,
true,Đốc Ngữ,Nhân vật lịch sử,Cách mạng,"Đốc Ngữ, tên thật là Nguyễn Đức Ngữ, sinh tại làng Xuân Vân, tổng Xuân Trù (nay thuộc xã Xuân Phú, huyện Phúc Thọ, Hà Nội). Ông từng phục vụ dưới quyền Hoàng Kế Viêm và được phong chức Đốc binh nhờ lập nhiều chiến công. Sau khi triều đình ký hiệp ước Harmand với Pháp, ông không tuân lệnh bãi binh mà tiếp tục kháng chiến, xây dựng căn cứ tại vùng Sơn Tây, Hưng Hóa và Thanh Sơn. Nghĩa quân của ông từng tham gia trận Cầu Giấy năm 1883 và nhiều trận đánh lớn như Chợ Bờ, gây tổn thất cho quân Pháp. Ông hy sinh trong một trận chiến ngày 7/8/1892.",Thủ lĩnh khởi nghĩa; Võ quan triều Nguyễn,,Nhà Nguyễn & Pháp thuộc,Đốc binh; Chưởng vệ; Phó tướng đạo Hà-Ninh,,,,,,,1850 - 7/8/1892
true,Đội Cấn,Nhân vật lịch sử,Cách mạng,"Đội Cấn, tên thật là Trịnh Văn Đạt, sinh tại thôn Yên Nhiên, xã Vũ Di, huyện Vĩnh Tường, tỉnh Vĩnh Phúc. Ông từng là đội trưởng trong đơn vị lính khố xanh của Pháp đóng tại Thái Nguyên. Tuy phục vụ trong quân đội thực dân, ông lại mang lòng yêu nước sâu sắc, chịu ảnh hưởng từ tinh thần kháng chiến của nghĩa quân Đề Thám. Năm 1917, ông cùng Lương Ngọc Quyến tổ chức cuộc binh biến Thái Nguyên, giải phóng nhà tù và tuyên bố thành lập “Đại Hùng Đế quốc”. Cuộc khởi nghĩa kéo dài 5 ngày trước khi bị đàn áp. Sau khi thất bại, ông tự sát tại núi Pháo để giữ trọn khí tiết. Tên tuổi ông gắn liền với tinh thần quật khởi của binh lính người Việt trong lòng quân đội Pháp.",Quân nhân; Thủ lĩnh khởi nghĩa,,Nhà Nguyễn & Pháp thuộc,Đội trưởng lính khố xanh; Thủ lĩnh cuộc khởi nghĩa Thái Nguyên,,,,,,,1881 - 11/1/1918
true,Đội Cung,Nhân vật lịch sử,Cách mạng,"Đội Cung, tên thật là Nguyễn Văn Cung, sinh tại làng Hạc Oa, xã Đông Thọ, huyện Đông Sơn, tỉnh Thanh Hóa (nay thuộc thành phố Thanh Hóa). Ông từng phục vụ trong lực lượng lính khố xanh tại Nghệ An và được thăng đến chức đội trưởng. Ngày 13/1/1941, ông lãnh đạo cuộc binh biến tại Chợ Rạng – Đô Lương, phối hợp cùng hơn 50 binh lính nổi dậy chống lại thực dân Pháp, với mục tiêu chiếm trại Giám binh tại Vinh. Cuộc khởi nghĩa thất bại, ông bị bắt và xử tử cùng 10 đồng đội vào ngày 25/4/1941 tại Vinh.",Quân nhân; Thủ lĩnh khởi nghĩa,,Nhà Nguyễn & Pháp thuộc,Đội trưởng lính khố xanh; Đại đô đốc Thái Nguyên Quang phục quân,,,,,,,1903 - 25/4/1941
true,Đội Nhân,Nhân vật lịch sử,Cách mạng,"Đội Nhân, tên thật là Nguyễn Văn Nhân, từng là đội trưởng trong lực lượng lính khố xanh dưới thời Pháp thuộc. Ông tham gia cuộc khởi nghĩa Yên Bái năm 1930 do Việt Nam Quốc dân Đảng tổ chức, cùng với các đồng chí như Nguyễn Thái Học và Phó Đức Chính. Cuộc khởi nghĩa nhằm lật đổ chính quyền thực dân nhưng nhanh chóng thất bại. Sau đó, ông bị bắt và xử tử cùng nhiều đồng đội. Quê quán và ngày sinh của ông hiện chưa được xác định rõ trong sử liệu.",Quân nhân; Thủ lĩnh khởi nghĩa,,Nhà Nguyễn & Pháp thuộc,Đội trưởng lính khố xanh; Đại đô đốc Thái Nguyên Quang phục quân,,,,,,,1880 - 1908
false,Đống Ba,Không rõ,,,,,,,,,,,,,
false,Đồng Bát,Không rõ,,,,,,,,,,,,,
