name:trivia,processedname,ward,trivia,localhero
Ngõ 121 Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Ngõ 140 Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Ngõ 15 Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Ngõ 51 Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Ngõ 54 Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Ngõ 93 Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Phố Nghĩa Dũng - Hồng Hà,Nghĩa Dũng,Hồng Hà,,
Ngõ 44 Phố Nguyên Khiết - Hồng Hà,Nguyên Khiết,Hồng Hà,,
Phố Nguyên Khiết - Hồng Hà,Nguyên Khiết,Hồng Hà,,
Đường Nguyễn Khoái - Hồng Hà,Nguyễn Khoái,Hồng Hà,,
Ngõ 273 Đường Nguyễn Khoái - Hồng Hà,Nguyễn Khoái,Hồng Hà,,
Ngõ 49 Đường Nguyễn Khoái - Hồng Hà,Nguyễn Khoái,Hồng Hà,,
Ngõ 51 Đường Nguyễn Khoái - Hồng Hà,Nguyễn Khoái,Hồng Hà,,
Ngõ 53 Đường Nguyễn Khoái - Hồng Hà,Nguyễn Khoái,Hồng Hà,,
Phố Nguyễn Tư Giản - Hồng Hà,Nguyễn Tư Giản,Hồng Hà,,
Ngách 3/20 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 143 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 151 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 153 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 175 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 183 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 193 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 195 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 29 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 3 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 367 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 377 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 383 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngõ 57 Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Phố Phúc Tân - Hồng Hà,Phúc Tân,Hồng Hà,,
Ngách 117/32 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngách 127/7 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 101 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 117 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 127 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 14 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 2 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 22 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 32 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 34 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 41 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 42 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 44 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 49 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 65 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 72 Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Phố Phúc Xá - Hồng Hà,Phúc Xá,Hồng Hà,,
Ngõ 2 Phố Quảng An - Hồng Hà,Quảng An,Hồng Hà,,
Ngõ 3 Phố Quảng An - Hồng Hà,Quảng An,Hồng Hà,,
Ngõ 4 Phố Quảng An - Hồng Hà,Quảng An,Hồng Hà,,
Ngõ 5 Phố Quảng An - Hồng Hà,Quảng An,Hồng Hà,,
Phố Quảng An - Hồng Hà,Quảng An,Hồng Hà,,
Quảng An - Hồng Hà,Quảng An,Hồng Hà,,
Ngách 133/13 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 133 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 138 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 22 Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 33 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 44 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 5 Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 53 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 69 Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 70 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 71 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 75 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 79 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 81 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 87 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 91 Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Phố Tân Ấp - Hồng Hà,Tân Ấp,Hồng Hà,,
Ngõ 1 Phố Tây Kết - Hồng Hà,Tây Kết,Hồng Hà,,
Phố Tây Kết - Hồng Hà,Tây Kết,Hồng Hà,,
Ngõ 36 Phố Thanh Yên - Hồng Hà,Thanh Yên,Hồng Hà,,
Phố Thanh Yên - Hồng Hà,Thanh Yên,Hồng Hà,,
Cầu Trần Hưng Đạo - Hồng Hà,Trần Hưng Đạo,Hồng Hà,,
Đường Trần Khánh Dư - Hồng Hà,Trần Khánh Dư,Hồng Hà,,
Đường Trần Nhật Duật - Hồng Hà,Trần Nhật Duật,Hồng Hà,,
Đường Trần Quang Khải - Hồng Hà,Trần Quang Khải,Hồng Hà,,
Đường Dẫn Cầu Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/11 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/16 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/17 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/21 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/27 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/28 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/3 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/31 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/32 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/37 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/40 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/41 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/42 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/44 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/47 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/48 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/49 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/50 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/53 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/66 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/69 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/75 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/78 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/85 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/88 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/9 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 28/91 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 56/115 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngách 56/55 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 28 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 32 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 39 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 39 Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 55 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 56 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 60 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 64 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 67 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 69 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 73 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 75 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 76 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 84 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 89 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 90 Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Phố Tứ Liên - Hồng Hà,Tứ Liên,Hồng Hà,,
Ngõ 11 Phố Vân Đồn - Hồng Hà,Vân Đồn,Hồng Hà,,
Ngõ 31 Phố Vân Đồn - Hồng Hà,Vân Đồn,Hồng Hà,,
Ngõ 49 Phố Vân Đồn - Hồng Hà,Vân Đồn,Hồng Hà,,
Phố Vân Đồn - Hồng Hà,Vân Đồn,Hồng Hà,,
Ngách 14/19 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngách 14/31 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngách 14/35 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngách 14/5 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngõ 14 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngõ 32 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngõ 42 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngõ 43 Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Phố Vạn Kiếp - Hồng Hà,Vạn Kiếp,Hồng Hà,,
Ngách 15/1 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 1 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 105 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 15 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 43 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 69 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 97 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Ngõ 99 Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Phố Vọng Hà - Hồng Hà,Vọng Hà,Hồng Hà,,
Đường Yên Phụ - Hồng Hà,Yên Phụ,Hồng Hà,,
"Đường Bạch Đằng - Hồng Hà, Lĩnh Nam",Bạch Đằng,"Hồng Hà, Lĩnh Nam",,
"Đường Nguyễn Khoái - Hồng Hà, Lĩnh Nam",Nguyễn Khoái,"Hồng Hà, Lĩnh Nam",,
"Cầu Trần Hưng Đạo - Hồng Hà, Long Biên",Trần Hưng Đạo,"Hồng Hà, Long Biên",,
"Cầu Vĩnh Tuy - Hồng Hà, Long Biên",Vĩnh Tuy,"Hồng Hà, Long Biên",,
"Đường An Dương Vương - Hồng Hà, Phú Thượng",An Dương Vương,"Hồng Hà, Phú Thượng",,
"Ngõ 42 Đường An Dương Vương - Hồng Hà, Phú Thượng",An Dương Vương,"Hồng Hà, Phú Thượng",,
"Đường An Dương Vương - Hồng Hà, Tây Hồ",An Dương Vương,"Hồng Hà, Tây Hồ",,
"Đường Lạc Long Quân - Hồng Hà, Tây Hồ",Lạc Long Quân,"Hồng Hà, Tây Hồ",,
"Cầu Nhật Tân - Hồng Hà, Tây Hồ",Nhật Tân,"Hồng Hà, Tây Hồ",,
"Đường Thanh Niên - Hồng Hà, Tây Hồ",Thanh Niên,"Hồng Hà, Tây Hồ",,
"Phố Tứ Liên - Hồng Hà, Tây Hồ",Tứ Liên,"Hồng Hà, Tây Hồ",,
"Minh Khai - Hồng Hà, Vĩnh Tuy",Minh Khai,"Hồng Hà, Vĩnh Tuy",,
"Phố Minh Khai - Hồng Hà, Vĩnh Tuy",Minh Khai,"Hồng Hà, Vĩnh Tuy",,
"Đường Nguyễn Khoái - Hồng Hà, Vĩnh Tuy",Nguyễn Khoái,"Hồng Hà, Vĩnh Tuy",,
"Đường Trần Khát Chân - Hồng Hà, Vĩnh Tuy",Trần Khát Chân,"Hồng Hà, Vĩnh Tuy","Đường Trần Khát Chân là một phần của đường Vành đai 1, vốn nằm trên đoạn phía Nam của đê La Thành thuộc thành Đại La xưa. Trước đây, tuyến phố này là một con đê đất cao, chạy song song với sông Kim Ngưu ở phía Nam, vốn đã bị lấp và cống hóa trong khoảng thập niên 1980–1990. Đê La Thành từng uốn lượn từ khoảng số nhà 424, chếch lên Đông, đi theo ngõ 272 rồi vòng xuống Ô Đống Mác tại số 260, đến khoảng năm 1985 thì đoạn Trần Khát Chân được nắn thẳng như ngày nay. Hiện vẫn còn một đoạn ngõ cốt cao độ cao hơn so với mặt đường. Đoạn từ Ô Đống Mác đến đê Nguyễn Khoái được mở rộng và hoàn thiện vào năm 2016.",TRUE
"Cầu Vĩnh Tuy - Hồng Hà, Vĩnh Tuy",Vĩnh Tuy,"Hồng Hà, Vĩnh Tuy",,
Hẻm 1/62/23 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 1/62/24 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 1/62/26 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 1/62/46 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 207/77/45 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 271/3/15 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 358/25/58 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 358/25/60 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 358/25/86 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 358/40/101 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 358/40/78 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 358/55/20 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 77/10/2 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Hẻm 77/9 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 1/22 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 1/62 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 108/1 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 108/12 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 108/2 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 108/22 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 125/41 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 125/56 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 125/76 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 207/7 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 207/77 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 271/3 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 358/109 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 358/40 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 358/40A Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 358/55 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 358/62 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 54/1 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 54/6 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 54/7 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 77/10 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 77/50 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 93/2 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 1 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 108 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 125 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 133 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 20 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 207 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 239 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 271 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 318 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 358 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 41 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 54 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 77 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngõ 93 Phố Bùi Xương Trạch - Khương Đình,Bùi Xương Trạch,Khương Đình,,TRUE
Ngách 138/8 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngách 190/32 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngách 192/3 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngõ 138 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngõ 190 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngõ 192 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngõ 28A Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngõ 28B Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Ngõ 85 Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Phố Hạ Đình - Khương Đình,Hạ Đình,Khương Đình,,
Hẻm 76 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 102/32 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 102/51 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 102/67 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 102/71 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 3/18 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 3/4 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 58/4 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 58/5 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 58/7 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngách 80/48 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 1 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 102 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 3 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 32 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 58 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 58A Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 7 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 80 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 82 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 84 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Ngõ 9 Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Phố Hoàng Đạo Thành - Khương Đình,Hoàng Đạo Thành,Khương Đình,,TRUE
Cầu Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Hẻm 101/2/460 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Hẻm 342/41/32 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Hẻm 420/24/20 Phố Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Hẻm 460/101/2 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 162/1 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 162/24 Phố Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 262/7 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 342/61 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 376/14 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 420/10 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 420/24 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 460/101 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 460/37 Phố Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngách 460/83 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 122 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 162 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 188 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 196 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 212 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 236 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 262 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 282 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 310 Phố Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 320 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 342 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 342 Phố Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 376 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 41 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 420 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 460 Đường Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
Ngõ 65 Phố Khương Đình - Khương Đình,Khương Đình,Khương Đình,,
